id,ts,temperatura,humedadRelativa,iluminancia
dosel-sombra-01,2026-09-24T16:16:04.071Z,27.67,71.8,7749.8
dosel-sombra-01,2026-09-24T18:11:50.064Z,28.31,67.9,8311.7
dosel-sombra-01,2026-09-24T18:12:34.994Z,28.74,68.9,7319.8
dosel-sombra-01,2026-09-24T18:13:20.001Z,28.11,69,7461.4
dosel-sombra-01,2026-09-24T18:14:05.02Z,28.5,69.1,7605.7
dosel-sombra-01,2026-09-24T18:14:50Z,28.79,68.9,8323.9
dosel-sombra-01,2026-09-24T18:15:34.991Z,28.18,68.3,7736.1
dosel-sombra-01,2026-09-24T18:16:19.997Z,28.32,68.6,6452.4
dosel-sombra-01,2026-09-24T19:38:05.482Z,28.1,67.4,5965.6
dosel-sombra-01,2026-09-24T19:40:20.492Z,28.59,68.2,6128.1
dosel-sombra-01,2026-09-24T19:50:05.501Z,28.31,67,4957.7
dosel-sombra-01,2026-09-24T19:50:50.512Z,28.32,68.2,6632.2
dosel-sombra-01,2026-09-24T20:23:50.955Z,28.17,69.4,4538.8
dosel-sombra-01,2026-09-24T20:24:35.948Z,28.58,67.5,4395.2
dosel-sombra-01,2026-09-24T20:44:06.394Z,27.94,68.8,4970.2
dosel-sombra-01,2026-09-24T20:44:51.434Z,28.31,70.3,3862.2
dosel-sombra-01,2026-09-24T20:45:36.393Z,28.4,68.7,3906.8
dosel-sombra-01,2026-09-24T20:46:21.386Z,28.04,68.6,4794.8
dosel-sombra-01,2026-09-24T20:47:06.393Z,28.3,70.3,3470.5
dosel-sombra-01,2026-09-24T21:05:51.419Z,28.04,70.1,4019.2
dosel-sombra-01,2026-09-24T21:06:36.414Z,27.86,70.4,4286.6
dosel-sombra-01,2026-09-24T21:07:21.422Z,28.33,70.8,3860.7
dosel-sombra-01,2026-09-24T21:08:06.403Z,28.23,69.1,3853.5
dosel-sombra-01,2026-09-24T21:08:51.412Z,27.72,69,3225.3
dosel-sombra-01,2026-09-24T21:14:06.425Z,28.03,70.6,3948.9
dosel-sombra-01,2026-09-24T21:17:51.404Z,28.25,71.1,3173.4
dosel-sombra-01,2026-09-24T21:18:36.415Z,28.11,70.8,3589.2
dosel-sombra-01,2026-09-24T21:19:21.42Z,28.2,69.7,3073.9
dosel-sombra-01,2026-09-24T21:20:06.415Z,27.79,69.3,2929.7
dosel-sombra-01,2026-09-24T21:35:51.847Z,28.09,69.3,2804
dosel-sombra-01,2026-09-24T22:05:51.867Z,27.14,73,1627.3
dosel-sombra-01,2026-09-24T22:06:36.88Z,27.53,72.8,1927.7
dosel-sombra-01,2026-09-24T22:07:21.888Z,27.55,73.1,1481.3
dosel-sombra-01,2026-09-24T22:08:06.868Z,27.48,71.5,1431.3
dosel-sombra-01,2026-09-24T22:09:36.87Z,27.53,72,1906.9
dosel-sombra-01,2026-09-24T22:10:21.864Z,27.34,71.9,1676.4
dosel-sombra-01,2026-09-24T22:11:06.885Z,27.71,71.5,1437.9
dosel-sombra-01,2026-09-24T22:19:21.883Z,27.31,71.4,1257.3
dosel-sombra-01,2026-09-24T22:20:06.878Z,27.29,73.1,1116.5
dosel-sombra-01,2026-09-24T22:23:52.3Z,26.96,72.5,1274.1
dosel-sombra-01,2026-09-25T00:03:52.805Z,25.77,77.7,0
dosel-sombra-01,2026-09-25T00:14:22.822Z,26.01,76.6,0
dosel-sombra-01,2026-09-25T00:15:07.816Z,25.59,78,0
dosel-sombra-01,2026-09-25T00:15:52.808Z,25.83,78.3,0
dosel-sombra-01,2026-09-25T00:16:37.817Z,25.91,79,0
dosel-sombra-01,2026-09-25T02:17:23.747Z,23.86,85.2,0
dosel-sombra-01,2026-09-25T02:18:08.743Z,23.71,85,0
dosel-sombra-01,2026-09-25T02:19:38.741Z,23.54,85.4,0
dosel-sombra-01,2026-09-25T02:27:09.187Z,24.03,83.1,0
dosel-sombra-01,2026-09-25T02:27:54.176Z,23.43,83.5,0
dosel-sombra-01,2026-09-25T02:28:39.171Z,23.85,85.5,0
dosel-sombra-01,2026-09-25T03:03:54.205Z,23.25,86.2,0
dosel-sombra-01,2026-09-24T14:19:48.119Z,25.83,76.1,5515.3
dosel-sombra-01,2026-09-24T14:20:33.135Z,25.96,76.5,6202.2
dosel-sombra-01,2026-09-24T14:21:18.121Z,26.27,76.9,5066.1
dosel-sombra-01,2026-09-24T14:22:03.13Z,26.17,75,6044.3
dosel-sombra-01,2026-09-24T14:22:48.141Z,26.35,76,5959.6
dosel-sombra-01,2026-09-24T14:23:33.136Z,26.17,76.7,6762.8
dosel-sombra-01,2026-09-24T14:24:18.139Z,25.98,74.3,6038.8
dosel-sombra-01,2026-09-24T14:25:03.136Z,26.55,76,6304
dosel-sombra-01,2026-09-24T14:31:48.145Z,26.17,74,6668.8
dosel-sombra-01,2026-09-24T14:32:33.127Z,26.5,75.2,6616.8
dosel-sombra-01,2026-09-24T14:33:18.136Z,26.54,75.1,5915.7
dosel-sombra-01,2026-09-24T14:34:03.139Z,26.79,75.2,5111.9
dosel-sombra-01,2026-09-24T14:39:18.131Z,26.71,73.5,7066.1
dosel-sombra-01,2026-09-24T14:43:48.149Z,26.62,75.5,7417.9
dosel-sombra-01,2026-09-24T15:24:18.613Z,26.86,72.9,6614.1
dosel-sombra-01,2026-09-24T15:25:03.605Z,27.2,72,7731.9
dosel-sombra-01,2026-09-24T15:25:48.618Z,27.03,74,8067.7
dosel-sombra-01,2026-09-24T15:26:33.615Z,26.96,73.7,8057.6
dosel-sombra-01,2026-09-24T15:27:18.626Z,27.28,73.8,6078.4
dosel-sombra-01,2026-09-24T15:28:03.621Z,26.74,71.6,6761.2
dosel-sombra-01,2026-09-24T16:19:49.075Z,27.96,71.5,8001.9
dosel-sombra-01,2026-09-24T16:20:34.066Z,28.07,72.1,6334.1
dosel-sombra-01,2026-09-24T16:21:19.077Z,27.98,69.8,8416
dosel-sombra-01,2026-09-24T16:22:04.073Z,27.41,69.4,7162.3
dosel-sombra-01,2026-09-24T16:49:04.512Z,27.79,68.6,6403.2
dosel-sombra-01,2026-09-24T17:04:49.525Z,27.93,69.1,8229.4
dosel-sombra-01,2026-09-24T17:05:34.515Z,27.67,70.5,6385.1
dosel-sombra-01,2026-09-24T17:06:19.527Z,27.83,68.9,7311.7
dosel-sombra-01,2026-09-24T17:07:04.535Z,28.44,70.5,8677.8
dosel-sombra-01,2026-09-24T17:19:49.52Z,27.9,70.1,6469.5
dosel-sombra-01,2026-09-24T17:20:34.545Z,28.44,68.5,6807.5
dosel-sombra-01,2026-09-24T17:21:19.537Z,27.89,67.7,8833.7
dosel-sombra-01,2026-09-24T17:22:04.53Z,28.23,68.5,7280.7
dosel-sombra-01,2026-09-24T17:22:49.541Z,28.04,69.4,6836.5
dosel-sombra-01,2026-09-24T17:23:34.539Z,28.11,68.1,6749.3
dosel-sombra-01,2026-09-24T19:04:20.469Z,28.78,69.3,6808.1
dosel-sombra-01,2026-09-24T19:41:05.508Z,28.67,67.6,6790
dosel-sombra-01,2026-09-24T19:41:50.485Z,28.21,67.9,4973.7
dosel-sombra-01,2026-09-24T19:42:35.495Z,28.69,68.9,5237.6
dosel-sombra-01,2026-09-24T19:43:20.502Z,28.37,69.7,6683.2
dosel-sombra-01,2026-09-24T19:59:05.938Z,28.63,69.1,4843.6
dosel-sombra-01,2026-09-24T20:17:05.948Z,28.06,70,5217.3
dosel-sombra-01,2026-09-24T20:17:50.957Z,27.99,68.6,5392.6
dosel-sombra-01,2026-09-24T20:18:35.961Z,28.63,67.3,4108.9
dosel-sombra-01,2026-09-24T21:23:51.423Z,27.6,70.5,2674.3
dosel-sombra-01,2026-09-24T21:35:06.85Z,27.83,70.7,2496.5
dosel-sombra-01,2026-09-24T21:44:51.854Z,27.94,71.6,2861.1
dosel-sombra-01,2026-09-24T21:45:36.859Z,27.69,71.3,2715.9
dosel-sombra-01,2026-09-24T21:46:21.851Z,27.36,71.5,2455.4
dosel-sombra-01,2026-09-24T21:54:36.852Z,27.69,71.2,2177.4
dosel-sombra-01,2026-09-24T21:55:21.859Z,27.87,69.9,2440.3
dosel-sombra-01,2026-09-24T21:56:06.857Z,27.69,72.6,1768
dosel-sombra-01,2026-09-24T22:20:51.874Z,26.88,72,1464.9
dosel-sombra-01,2026-09-24T22:41:52.316Z,27.02,71.9,523.7
dosel-sombra-01,2026-09-24T22:42:37.315Z,27.23,73.6,560.8
dosel-sombra-01,2026-09-24T22:43:22.319Z,26.7,73.8,638.6
dosel-sombra-01,2026-09-24T23:09:37.35Z,26.51,75.8,0
dosel-sombra-01,2026-09-24T23:10:22.342Z,26.97,74.5,0
dosel-sombra-01,2026-09-24T23:11:07.333Z,26.56,73.9,0
dosel-sombra-01,2026-09-25T00:09:07.824Z,25.85,77.2,0
dosel-sombra-01,2026-09-25T00:09:52.817Z,25.68,77.4,0
dosel-sombra-01,2026-09-25T00:10:37.827Z,25.61,76.7,0
dosel-sombra-01,2026-09-25T00:30:07.836Z,25.76,79,0
dosel-sombra-01,2026-09-25T00:30:52.829Z,25.24,77.3,0
dosel-sombra-01,2026-09-25T00:31:37.837Z,25.45,79.4,0
dosel-sombra-01,2026-09-25T00:39:07.843Z,25.43,77.5,0
dosel-sombra-01,2026-09-25T01:31:38.285Z,24.83,80.8,0
dosel-sombra-01,2026-09-25T01:37:38.7Z,24.08,81.3,0
dosel-sombra-01,2026-09-25T01:38:23.711Z,24.71,81.4,0
dosel-sombra-01,2026-09-25T01:39:08.717Z,24.66,82.2,0
dosel-sombra-01,2026-09-25T01:39:53.711Z,24.18,82.5,0
dosel-sombra-01,2026-09-25T01:40:38.704Z,24.64,81.4,0
dosel-sombra-01,2026-09-25T01:41:23.717Z,24.31,83.1,0
dosel-sombra-01,2026-09-25T01:42:08.714Z,24.35,83,0
dosel-sombra-01,2026-09-25T01:42:53.72Z,24.31,82.3,0
dosel-sombra-01,2026-09-25T01:43:38.726Z,24.51,83,0
dosel-sombra-01,2026-09-25T01:52:38.73Z,24.3,82.8,0
dosel-sombra-01,2026-09-25T02:44:24.191Z,23.11,84.6,0
dosel-sombra-01,2026-09-25T02:45:09.199Z,23.83,85.1,0
dosel-sombra-01,2026-09-25T02:45:54.19Z,23.49,85.4,0
dosel-sombra-01,2026-09-25T02:46:39.183Z,23.65,86.7,0
dosel-sombra-01,2026-09-25T02:53:24.202Z,23.04,84.9,0
dosel-sombra-01,2026-09-24T16:24:19.085Z,27.84,70.2,6460.7
dosel-sombra-01,2026-09-24T18:37:20.01Z,28.3,67.9,7248.4
dosel-sombra-01,2026-09-24T18:38:05.004Z,28.1,66.8,6505
dosel-sombra-01,2026-09-24T18:39:35.016Z,28.83,68.5,7104.4
dosel-sombra-01,2026-09-24T18:57:35.041Z,28.24,68.7,5803.5
dosel-sombra-01,2026-09-24T18:58:20.019Z,28.11,67.3,7573.4
dosel-sombra-01,2026-09-24T18:59:05.024Z,28.26,68.4,6261.3
dosel-sombra-01,2026-09-24T19:46:20.507Z,28.3,67.7,6693.4
dosel-sombra-01,2026-09-24T19:47:05.5Z,28.35,69.2,5809.5
dosel-sombra-01,2026-09-24T19:47:50.498Z,28.54,68.2,5635.8
dosel-sombra-01,2026-09-24T20:22:20.955Z,28.61,70.1,4940.9
dosel-sombra-01,2026-09-24T20:23:05.948Z,28.17,68.1,5224.4
dosel-sombra-01,2026-09-24T20:34:20.968Z,28.59,69.9,4987.2
dosel-sombra-01,2026-09-24T20:35:05.962Z,27.93,68.1,5178.6
dosel-sombra-01,2026-09-24T20:35:50.969Z,28.14,69.5,4464.9
dosel-sombra-01,2026-09-24T22:26:07.303Z,27.01,71.1,1093.4
dosel-sombra-01,2026-09-24T22:26:52.314Z,27.46,72,1063
dosel-sombra-01,2026-09-24T22:38:52.327Z,27.17,73.3,747.5
dosel-sombra-01,2026-09-24T22:39:37.321Z,26.85,73.6,583.3
dosel-sombra-01,2026-09-24T22:44:07.317Z,27.14,73.6,593.9
dosel-sombra-01,2026-09-24T22:44:52.325Z,27.32,73.6,571.4
dosel-sombra-01,2026-09-24T22:45:37.335Z,27.08,72.9,563.6
dosel-sombra-01,2026-09-24T22:46:22.325Z,26.95,73.2,459
dosel-sombra-01,2026-09-25T00:06:07.805Z,26.03,76.9,0
dosel-sombra-01,2026-09-25T00:06:52.824Z,26.2,76.9,0
dosel-sombra-01,2026-09-25T00:42:08.35Z,25.48,77.7,0
dosel-sombra-01,2026-09-25T00:42:53.251Z,25.59,78.5,0
dosel-sombra-01,2026-09-25T00:43:38.239Z,25.46,77.8,0
dosel-sombra-01,2026-09-25T00:44:23.248Z,24.95,78.1,0
dosel-sombra-01,2026-09-25T01:36:08.729Z,24.51,81.3,0
dosel-sombra-01,2026-09-25T01:36:53.706Z,24.62,82.6,0
dosel-sombra-01,2026-09-25T02:15:08.739Z,23.83,82.6,0
dosel-sombra-01,2026-09-25T02:15:53.747Z,23.51,82.6,0
dosel-sombra-01,2026-09-25T02:16:38.74Z,24.04,84.3,0
dosel-sombra-01,2026-09-25T03:03:09.21Z,23.24,86.9,0
dosel-sombra-01,2026-09-24T13:58:47.707Z,25.64,76,4994.5
dosel-sombra-01,2026-09-24T14:55:48.16Z,26.89,74,5821
dosel-sombra-01,2026-09-24T14:56:33.169Z,26.45,73.8,7130.1
dosel-sombra-01,2026-09-24T14:57:18.15Z,26.46,73.6,5686.9
dosel-sombra-01,2026-09-24T14:58:03.16Z,26.59,73.8,7241.5
dosel-sombra-01,2026-09-24T17:19:04.527Z,27.77,68.2,6996.1
dosel-sombra-01,2026-09-24T18:43:20.026Z,28.76,68.6,6861.2
dosel-sombra-01,2026-09-24T18:53:50.022Z,28.7,66.9,7695.4
dosel-sombra-01,2026-09-24T18:54:35.02Z,28.69,68.9,6582.5
dosel-sombra-01,2026-09-24T18:55:20.031Z,28.65,67.5,7120.1
dosel-sombra-01,2026-09-24T18:56:05.037Z,28.15,68.1,5511.1
dosel-sombra-01,2026-09-24T18:56:50.014Z,28.15,67.9,6664.3
dosel-sombra-01,2026-09-24T19:24:35.485Z,28.33,67.8,6843.5
dosel-sombra-01,2026-09-24T19:25:20.478Z,28.33,67.8,5112
dosel-sombra-01,2026-09-24T19:26:05.491Z,28.63,67.9,6625.8
dosel-sombra-01,2026-09-24T19:26:50.492Z,28.75,69,6297.9
dosel-sombra-01,2026-09-24T19:48:35.501Z,28.39,69,6580.9
dosel-sombra-01,2026-09-24T19:59:50.943Z,28.73,68.7,6185.4
dosel-sombra-01,2026-09-24T21:36:36.84Z,27.56,70,2542.2
dosel-sombra-01,2026-09-24T21:37:21.852Z,27.65,71.6,2989.2
dosel-sombra-01,2026-09-24T22:21:36.882Z,26.92,72,1207.2
dosel-sombra-01,2026-09-24T22:22:21.874Z,27.26,73.1,1182.3
dosel-sombra-01,2026-09-24T22:47:07.334Z,27.03,74.4,426.8
dosel-sombra-01,2026-09-24T22:47:52.332Z,27.06,72.1,412.1
dosel-sombra-01,2026-09-24T22:48:37.321Z,26.95,72.7,334.2
dosel-sombra-01,2026-09-24T23:59:22.804Z,25.85,76,0
dosel-sombra-01,2026-09-25T01:45:08.708Z,24.35,81.7,0
dosel-sombra-01,2026-09-25T01:45:53.723Z,24,81.1,0
