id,ts,temperaturaBodega,puerta,movimiento
perimetro-bodega-01,2026-09-24T15:30:24.738Z,28.17,0,0
perimetro-bodega-01,2026-09-24T15:31:55.096Z,28.21,0,1
perimetro-bodega-01,2026-09-24T15:33:25.446Z,28.22,0,1
perimetro-bodega-01,2026-09-24T15:49:59.454Z,28.47,0,0
perimetro-bodega-01,2026-09-24T15:51:29.818Z,28.55,0,1
perimetro-bodega-01,2026-09-24T15:53:00.179Z,28.2,0,0
perimetro-bodega-01,2026-09-24T16:32:09.32Z,28.91,0,1
perimetro-bodega-01,2026-09-24T16:33:39.651Z,28.99,0,0
perimetro-bodega-01,2026-09-24T20:47:23.427Z,28.94,0,0
perimetro-bodega-01,2026-09-24T21:41:36.244Z,28.91,0,0
perimetro-bodega-01,2026-09-24T21:43:06.625Z,28.44,0,0
perimetro-bodega-01,2026-09-24T22:35:48.934Z,28.09,0,0
perimetro-bodega-01,2026-09-24T22:40:19.942Z,28.23,0,0
perimetro-bodega-01,2026-09-24T22:56:53.891Z,28.07,0,0
perimetro-bodega-01,2026-09-25T00:33:10.375Z,26.46,0,0
perimetro-bodega-01,2026-09-25T00:34:40.749Z,26.56,0,0
perimetro-bodega-01,2026-09-25T00:45:13.097Z,26.33,0,0
perimetro-bodega-01,2026-09-25T00:46:43.449Z,26.19,0,0
perimetro-bodega-01,2026-09-25T00:48:13.801Z,26.43,1,0
perimetro-bodega-01,2026-09-25T00:49:44.143Z,26.2,0,0
perimetro-bodega-01,2026-09-25T02:30:37.319Z,25.28,0,0
perimetro-bodega-01,2026-09-25T02:32:07.715Z,24.95,1,0
perimetro-bodega-01,2026-09-25T02:39:39.533Z,25,0,0
perimetro-bodega-01,2026-09-25T02:41:09.815Z,24.92,0,0
perimetro-bodega-01,2026-09-24T14:55:46.426Z,27.71,0,0
perimetro-bodega-01,2026-09-24T14:57:16.743Z,27.75,0,0
perimetro-bodega-01,2026-09-24T14:58:47.145Z,27.87,1,0
perimetro-bodega-01,2026-09-24T16:23:07.287Z,28.83,0,0
perimetro-bodega-01,2026-09-24T16:24:37.605Z,28.83,0,0
perimetro-bodega-01,2026-09-24T17:17:11.732Z,29.45,0,0
perimetro-bodega-01,2026-09-24T17:18:42.07Z,28.95,0,0
perimetro-bodega-01,2026-09-24T17:29:14.639Z,29.03,0,0
perimetro-bodega-01,2026-09-24T17:30:45.045Z,29.47,0,0
perimetro-bodega-01,2026-09-24T18:20:26.666Z,29.29,0,0
perimetro-bodega-01,2026-09-24T18:21:57.024Z,29.49,0,0
perimetro-bodega-01,2026-09-24T19:32:43.92Z,29.76,0,0
perimetro-bodega-01,2026-09-24T21:20:31.307Z,29.16,0,0
perimetro-bodega-01,2026-09-24T21:22:01.684Z,28.65,0,0
perimetro-bodega-01,2026-09-24T21:40:05.944Z,28.67,0,1
perimetro-bodega-01,2026-09-24T22:53:53.214Z,27.78,0,0
perimetro-bodega-01,2026-09-24T22:55:23.56Z,27.73,0,0
perimetro-bodega-01,2026-09-25T00:36:11.11Z,26.34,0,1
perimetro-bodega-01,2026-09-25T01:57:29.763Z,25.68,0,0
perimetro-bodega-01,2026-09-25T02:09:32.562Z,25.17,0,0
perimetro-bodega-01,2026-09-25T02:11:02.898Z,25.02,0,0
perimetro-bodega-01,2026-09-25T02:14:03.633Z,25.5,0,0
perimetro-bodega-01,2026-09-25T02:15:33.979Z,25.49,0,0
perimetro-bodega-01,2026-09-25T02:17:04.29Z,25.29,0,0
perimetro-bodega-01,2026-09-25T02:56:13.429Z,24.92,0,0
perimetro-bodega-01,2026-09-25T03:05:15.55Z,24.44,1,0
perimetro-bodega-01,2026-09-24T15:04:48.602Z,27.77,0,0
perimetro-bodega-01,2026-09-24T15:06:18.953Z,27.81,0,0
perimetro-bodega-01,2026-09-24T15:07:49.3Z,28.1,0,0
perimetro-bodega-01,2026-09-24T15:09:19.719Z,27.87,0,0
perimetro-bodega-01,2026-09-24T19:10:08.513Z,29.37,0,0
perimetro-bodega-01,2026-09-24T19:40:15.726Z,29.7,0,1
perimetro-bodega-01,2026-09-24T19:50:48.073Z,29.65,0,0
perimetro-bodega-01,2026-09-24T19:52:18.405Z,29.46,0,0
perimetro-bodega-01,2026-09-24T21:05:27.717Z,28.74,0,0
perimetro-bodega-01,2026-09-24T21:06:58.058Z,29.03,0,0
perimetro-bodega-01,2026-09-24T21:08:28.436Z,28.99,0,0
perimetro-bodega-01,2026-09-24T21:09:58.771Z,29.22,0,0
perimetro-bodega-01,2026-09-24T21:11:29.117Z,28.69,0,0
perimetro-bodega-01,2026-09-24T21:12:59.476Z,28.9,0,0
perimetro-bodega-01,2026-09-24T22:23:46.128Z,28.6,0,0
perimetro-bodega-01,2026-09-24T22:47:51.832Z,28.1,0,0
perimetro-bodega-01,2026-09-25T00:43:42.739Z,26.43,0,0
perimetro-bodega-01,2026-09-25T01:12:19.204Z,25.95,0,0
perimetro-bodega-01,2026-09-25T01:13:49.548Z,26.3,0,0
perimetro-bodega-01,2026-09-25T01:24:22.073Z,25.67,0,0
perimetro-bodega-01,2026-09-25T01:25:52.448Z,25.82,0,0
perimetro-bodega-01,2026-09-25T02:03:31.186Z,25.24,0,0
perimetro-bodega-01,2026-09-25T02:05:01.538Z,25.08,0,0
perimetro-bodega-01,2026-09-25T02:24:36.025Z,24.88,0,0
perimetro-bodega-01,2026-09-25T02:26:06.361Z,25.04,0,0
perimetro-bodega-01,2026-09-25T02:27:36.703Z,25.21,0,0
perimetro-bodega-01,2026-09-25T02:29:07.05Z,25.1,0,0
perimetro-bodega-01,2026-09-25T03:02:14.783Z,24.44,0,0
perimetro-bodega-01,2026-09-25T03:03:45.173Z,24.3,0,0
perimetro-bodega-01,2026-09-24T14:19:37.839Z,27.55,0,0
perimetro-bodega-01,2026-09-24T14:21:08.244Z,27.12,0,0
perimetro-bodega-01,2026-09-24T14:22:38.576Z,27.36,0,0
perimetro-bodega-01,2026-09-24T14:39:12.535Z,27.54,0,0
perimetro-bodega-01,2026-09-24T14:43:43.477Z,27.57,0,0
perimetro-bodega-01,2026-09-24T16:20:06.576Z,28.74,0,0
perimetro-bodega-01,2026-09-24T16:21:36.896Z,28.5,1,0
perimetro-bodega-01,2026-09-24T16:26:07.95Z,28.76,0,0
perimetro-bodega-01,2026-09-24T16:27:38.308Z,28.54,0,0
perimetro-bodega-01,2026-09-24T18:02:22.435Z,29.69,0,0
perimetro-bodega-01,2026-09-24T18:47:33.204Z,29.22,0,0
perimetro-bodega-01,2026-09-24T19:04:07.122Z,29.32,0,0
perimetro-bodega-01,2026-09-24T19:41:46.095Z,29.55,0,0
perimetro-bodega-01,2026-09-24T19:43:16.439Z,29.53,0,1
perimetro-bodega-01,2026-09-24T19:53:48.775Z,29.3,0,0
perimetro-bodega-01,2026-09-24T21:23:32.033Z,29.07,0,0
perimetro-bodega-01,2026-09-24T21:34:04.541Z,28.62,0,0
perimetro-bodega-01,2026-09-24T21:53:39.161Z,28.87,0,0
perimetro-bodega-01,2026-09-24T22:41:50.347Z,28,0,0
perimetro-bodega-01,2026-09-24T22:43:20.772Z,27.99,0,0
perimetro-bodega-01,2026-09-24T23:10:28.906Z,27.45,0,0
perimetro-bodega-01,2026-09-25T00:52:44.762Z,26.55,0,0
perimetro-bodega-01,2026-09-25T00:54:15.128Z,26.55,0,0
perimetro-bodega-01,2026-09-25T00:55:45.401Z,26.41,0,0
perimetro-bodega-01,2026-09-25T01:07:48.255Z,26.43,0,0
perimetro-bodega-01,2026-09-25T01:27:22.8Z,25.81,0,0
perimetro-bodega-01,2026-09-25T01:28:53.134Z,25.64,0,1
perimetro-bodega-01,2026-09-25T01:30:23.485Z,25.98,0,0
perimetro-bodega-01,2026-09-25T01:31:53.832Z,25.93,0,0
perimetro-bodega-01,2026-09-25T02:06:31.87Z,25.49,0,0
perimetro-bodega-01,2026-09-25T02:08:02.276Z,25.16,0,0
perimetro-bodega-01,2026-09-25T02:53:12.697Z,24.62,0,0
perimetro-bodega-01,2026-09-25T02:54:43.036Z,24.82,0,0
perimetro-bodega-01,2026-09-24T13:38:57.12Z,26.53,0,0
perimetro-bodega-01,2026-09-24T13:37:26.774Z,26.67,0,0
perimetro-bodega-01,2026-09-24T13:01:56.391Z,26.09,0,0
perimetro-bodega-01,2026-09-24T13:00:26.1Z,26.06,0,1
perimetro-bodega-01,2026-09-24T12:58:55.724Z,26.11,0,0
perimetro-bodega-01,2026-09-24T12:57:25.361Z,26.45,0,0
perimetro-bodega-01,2026-09-24T12:55:54.977Z,26.08,0,0
perimetro-bodega-01,2026-09-24T12:54:24.692Z,26.15,0,0
perimetro-bodega-01,2026-09-24T12:52:54.368Z,26.24,0,0
perimetro-bodega-01,2026-09-24T12:51:24.002Z,25.91,0,0
perimetro-bodega-01,2026-09-24T12:49:53.627Z,25.88,0,0
perimetro-bodega-01,2026-09-24T12:48:23.312Z,26.36,0,0
perimetro-bodega-01,2026-09-24T12:46:52.883Z,26.01,0,0
perimetro-bodega-01,2026-09-24T12:45:22.572Z,25.88,0,0
perimetro-bodega-01,2026-09-24T12:43:52.21Z,26.01,1,0
perimetro-bodega-01,2026-09-24T12:42:21.937Z,26.17,1,1
perimetro-bodega-01,2026-09-24T12:40:51.575Z,25.86,0,0
perimetro-bodega-01,2026-09-24T12:39:21.17Z,26.06,0,0
perimetro-bodega-01,2026-09-24T12:37:50.789Z,25.88,0,0
perimetro-bodega-01,2026-09-24T12:36:20.407Z,25.98,0,0
perimetro-bodega-01,2026-09-24T12:34:49.997Z,25.84,0,0
perimetro-bodega-01,2026-09-24T12:33:19.652Z,26.01,0,0
perimetro-bodega-01,2026-09-24T12:31:49.245Z,25.93,0,0
perimetro-bodega-01,2026-09-24T12:30:18.934Z,26.04,0,0
perimetro-bodega-01,2026-09-24T12:28:48.588Z,25.82,0,0
perimetro-bodega-01,2026-09-24T12:27:18.205Z,26.01,0,0
perimetro-bodega-01,2026-09-24T12:25:47.861Z,26,0,0
perimetro-bodega-01,2026-09-24T12:24:17.546Z,25.87,0,1
perimetro-bodega-01,2026-09-24T12:22:47.198Z,25.95,0,0
perimetro-bodega-01,2026-09-24T12:21:16.821Z,25.95,0,0
perimetro-bodega-01,2026-09-24T12:19:46.438Z,25.78,0,1
perimetro-bodega-01,2026-09-24T12:18:16.111Z,25.7,0,0
perimetro-bodega-01,2026-09-24T12:16:45.806Z,25.61,0,0
perimetro-bodega-01,2026-09-24T12:15:15.52Z,25.36,0,0
perimetro-bodega-01,2026-09-24T12:13:45.155Z,25.58,0,0
perimetro-bodega-01,2026-09-24T12:12:14.786Z,25.79,0,0
perimetro-bodega-01,2026-09-24T12:10:44.441Z,25.31,0,0
perimetro-bodega-01,2026-09-24T12:09:14.097Z,25.3,0,0
perimetro-bodega-01,2026-09-24T12:07:43.747Z,25.34,0,0
perimetro-bodega-01,2026-09-24T12:06:13.328Z,25.2,0,0
perimetro-bodega-01,2026-09-24T12:04:42.993Z,25.37,0,0
perimetro-bodega-01,2026-09-24T12:03:12.636Z,25.53,0,0
perimetro-bodega-01,2026-09-24T12:01:42.273Z,25.21,0,0
perimetro-bodega-01,2026-09-24T12:00:11.891Z,25.26,0,0
perimetro-bodega-01,2026-09-24T11:58:41.544Z,25.19,0,0
perimetro-bodega-01,2026-09-24T11:57:11.185Z,25.41,0,0
perimetro-bodega-01,2026-09-24T11:55:40.833Z,25.39,0,0
perimetro-bodega-01,2026-09-24T11:54:10.486Z,25.21,0,0
perimetro-bodega-01,2026-09-24T11:52:40.164Z,25.37,0,0
perimetro-bodega-01,2026-09-24T11:51:09.779Z,25.42,0,0
perimetro-bodega-01,2026-09-24T11:49:39.401Z,25.44,0,1
perimetro-bodega-01,2026-09-24T11:48:09.026Z,25.49,0,0
perimetro-bodega-01,2026-09-24T11:46:38.66Z,25.47,0,0
perimetro-bodega-01,2026-09-24T11:45:08.379Z,25.4,0,0
perimetro-bodega-01,2026-09-24T11:43:37.981Z,25,0,0
perimetro-bodega-01,2026-09-24T11:42:07.648Z,24.91,0,0
perimetro-bodega-01,2026-09-24T11:40:37.29Z,25.34,1,0
perimetro-bodega-01,2026-09-24T11:39:06.929Z,25.31,0,1
perimetro-bodega-01,2026-09-24T11:37:36.595Z,25.22,0,0
perimetro-bodega-01,2026-09-24T11:36:06.217Z,25.06,0,0
perimetro-bodega-01,2026-09-24T11:34:35.846Z,24.8,0,0
perimetro-bodega-01,2026-09-24T11:33:05.496Z,25.34,0,0
perimetro-bodega-01,2026-09-24T11:31:35.182Z,25.24,0,0
perimetro-bodega-01,2026-09-24T11:30:04.833Z,25.23,0,0
perimetro-bodega-01,2026-09-24T11:28:34.503Z,24.93,0,0
perimetro-bodega-01,2026-09-24T11:27:04.157Z,24.67,0,0
perimetro-bodega-01,2026-09-24T11:25:33.78Z,24.86,0,0
perimetro-bodega-01,2026-09-24T11:24:03.406Z,25.14,0,0
perimetro-bodega-01,2026-09-24T11:22:33.07Z,24.7,0,0
perimetro-bodega-01,2026-09-24T11:21:02.687Z,24.79,0,0
perimetro-bodega-01,2026-09-24T11:19:32.314Z,24.78,0,1
perimetro-bodega-01,2026-09-24T11:18:01.908Z,24.97,1,0
perimetro-bodega-01,2026-09-24T11:16:31.551Z,24.81,0,1
perimetro-bodega-01,2026-09-24T11:15:01.177Z,25.07,0,0
perimetro-bodega-01,2026-09-24T11:13:30.832Z,24.59,0,0
perimetro-bodega-01,2026-09-24T11:12:00.447Z,24.94,0,0
perimetro-bodega-01,2026-09-24T11:10:30.088Z,24.7,0,1
perimetro-bodega-01,2026-09-24T11:08:59.713Z,24.68,0,0
perimetro-bodega-01,2026-09-24T11:07:29.352Z,24.53,0,0
perimetro-bodega-01,2026-09-24T11:05:58.973Z,24.48,0,1
perimetro-bodega-01,2026-09-24T11:04:28.655Z,24.41,0,0
perimetro-bodega-01,2026-09-24T11:02:58.315Z,24.68,1,0
perimetro-bodega-01,2026-09-24T11:01:27.968Z,24.59,0,0
perimetro-bodega-01,2026-09-24T10:59:57.602Z,24.81,0,0
perimetro-bodega-01,2026-09-24T10:58:27.233Z,24.4,0,0
perimetro-bodega-01,2026-09-24T10:56:56.877Z,24.71,0,0
perimetro-bodega-01,2026-09-24T10:55:26.505Z,24.55,0,0
perimetro-bodega-01,2026-09-24T10:53:56.154Z,24.84,0,0
perimetro-bodega-01,2026-09-24T10:52:25.764Z,24.3,0,0
perimetro-bodega-01,2026-09-24T10:50:55.438Z,24.55,0,0
perimetro-bodega-01,2026-09-24T10:49:25.109Z,24.49,0,0
perimetro-bodega-01,2026-09-24T10:47:54.741Z,24.62,0,0
perimetro-bodega-01,2026-09-24T10:46:24.438Z,24.25,0,0
perimetro-bodega-01,2026-09-24T10:44:54.06Z,24.62,0,0
perimetro-bodega-01,2026-09-24T10:43:23.712Z,24.35,0,0
perimetro-bodega-01,2026-09-24T10:41:53.346Z,24.54,0,1
perimetro-bodega-01,2026-09-24T10:40:22.983Z,24.34,0,0
perimetro-bodega-01,2026-09-24T10:38:52.641Z,24.27,0,0
perimetro-bodega-01,2026-09-24T10:37:22.216Z,24.41,0,0
perimetro-bodega-01,2026-09-24T10:35:51.838Z,24.4,0,0
perimetro-bodega-01,2026-09-24T10:34:21.452Z,24.53,0,0
perimetro-bodega-01,2026-09-24T10:32:51.088Z,24.1,0,0
perimetro-bodega-01,2026-09-24T10:31:20.743Z,24.4,0,0
perimetro-bodega-01,2026-09-24T10:29:50.384Z,24.3,0,0
perimetro-bodega-01,2026-09-24T10:28:20.011Z,24.29,0,0
perimetro-bodega-01,2026-09-24T10:26:49.598Z,24.31,0,0
perimetro-bodega-01,2026-09-24T10:25:19.291Z,24.29,0,0
perimetro-bodega-01,2026-09-24T10:23:48.944Z,24.36,0,0
perimetro-bodega-01,2026-09-24T10:22:18.586Z,24.47,0,0
perimetro-bodega-01,2026-09-24T10:20:48.249Z,24.28,0,0
perimetro-bodega-01,2026-09-24T10:19:17.917Z,23.94,0,0
perimetro-bodega-01,2026-09-24T10:17:47.512Z,23.99,0,0
perimetro-bodega-01,2026-09-24T10:16:17.125Z,23.97,0,0
perimetro-bodega-01,2026-09-24T10:14:46.774Z,24.27,0,0
perimetro-bodega-01,2026-09-24T10:13:16.426Z,24.28,0,0
perimetro-bodega-01,2026-09-24T10:11:46.058Z,24.07,0,1
perimetro-bodega-01,2026-09-24T10:10:15.697Z,24.04,0,0
perimetro-bodega-01,2026-09-24T10:08:45.431Z,24.06,0,0
perimetro-bodega-01,2026-09-24T10:07:15.1Z,23.99,0,0
perimetro-bodega-01,2026-09-24T10:05:44.794Z,24.03,0,0
perimetro-bodega-01,2026-09-24T10:04:14.449Z,23.84,0,1
perimetro-bodega-01,2026-09-24T10:02:44.091Z,23.78,0,0
perimetro-bodega-01,2026-09-24T09:26:43.754Z,23.69,0,0
perimetro-bodega-01,2026-09-24T09:25:13.39Z,23.42,0,0
perimetro-bodega-01,2026-09-24T09:23:43.122Z,23.49,0,0
perimetro-bodega-01,2026-09-24T09:22:12.72Z,23.79,0,0
perimetro-bodega-01,2026-09-24T09:20:42.355Z,23.46,0,0
perimetro-bodega-01,2026-09-24T09:19:12.004Z,23.37,1,0
perimetro-bodega-01,2026-09-24T09:17:41.676Z,23.28,0,0
perimetro-bodega-01,2026-09-24T09:16:11.361Z,23.79,0,0
perimetro-bodega-01,2026-09-24T09:14:41.015Z,23.43,1,0
perimetro-bodega-01,2026-09-24T09:13:10.647Z,23.6,0,0
perimetro-bodega-01,2026-09-24T09:11:40.31Z,23.31,0,0
perimetro-bodega-01,2026-09-24T09:10:10.001Z,23.78,0,0
perimetro-bodega-01,2026-09-24T09:08:39.629Z,23.76,1,0
perimetro-bodega-01,2026-09-24T09:07:09.284Z,23.62,0,0
perimetro-bodega-01,2026-09-24T09:05:38.938Z,23.42,0,0
perimetro-bodega-01,2026-09-24T09:04:08.605Z,23.26,0,0
perimetro-bodega-01,2026-09-24T09:02:38.246Z,23.45,0,0
perimetro-bodega-01,2026-09-24T09:01:07.884Z,23.49,0,0
perimetro-bodega-01,2026-09-24T08:59:37.572Z,23.66,0,0
perimetro-bodega-01,2026-09-24T08:58:06.811Z,23.3,0,0
perimetro-bodega-01,2026-09-24T08:56:36.426Z,23.23,0,1
perimetro-bodega-01,2026-09-24T08:55:06.112Z,23.64,0,1
perimetro-bodega-01,2026-09-24T08:53:35.733Z,23.44,0,0
perimetro-bodega-01,2026-09-24T08:52:05.37Z,23.18,0,0
perimetro-bodega-01,2026-09-24T08:50:35.055Z,23.55,0,0
perimetro-bodega-01,2026-09-24T08:49:04.663Z,23.32,0,0
perimetro-bodega-01,2026-09-24T08:47:34.303Z,23.44,0,0
perimetro-bodega-01,2026-09-24T08:46:03.961Z,23.23,0,0
perimetro-bodega-01,2026-09-24T08:44:33.606Z,23.18,0,0
perimetro-bodega-01,2026-09-24T08:43:03.257Z,23.11,0,0
perimetro-bodega-01,2026-09-24T08:41:32.913Z,23.31,0,1
perimetro-bodega-01,2026-09-24T08:40:02.54Z,23.31,0,0
perimetro-bodega-01,2026-09-24T08:38:32.162Z,23.51,0,0
perimetro-bodega-01,2026-09-24T08:37:01.815Z,23.43,0,0
perimetro-bodega-01,2026-09-24T08:35:29.453Z,23.13,0,0
perimetro-bodega-01,2026-09-24T08:33:59.12Z,23.39,0,0
perimetro-bodega-01,2026-09-24T08:32:28.853Z,23.08,0,0
perimetro-bodega-01,2026-09-24T08:30:58.523Z,23.22,0,0
perimetro-bodega-01,2026-09-24T08:29:28.224Z,23.04,0,0
perimetro-bodega-01,2026-09-24T08:27:57.908Z,23.01,0,0
perimetro-bodega-01,2026-09-24T08:26:27.523Z,23.08,0,0
perimetro-bodega-01,2026-09-24T08:24:57.144Z,23.25,0,0
perimetro-bodega-01,2026-09-24T08:23:26.828Z,23.32,0,0
perimetro-bodega-01,2026-09-24T08:21:56.46Z,23.05,0,0
perimetro-bodega-01,2026-09-24T08:20:26.111Z,23.28,0,0
perimetro-bodega-01,2026-09-24T08:18:55.746Z,23.17,0,0
perimetro-bodega-01,2026-09-24T08:17:25.359Z,23.38,0,0
perimetro-bodega-01,2026-09-24T08:15:55.006Z,22.99,0,0
perimetro-bodega-01,2026-09-24T08:14:24.667Z,22.88,0,0
perimetro-bodega-01,2026-09-24T08:12:54.308Z,23.07,0,0
perimetro-bodega-01,2026-09-24T08:11:23.908Z,23.19,0,0
perimetro-bodega-01,2026-09-24T08:09:53.515Z,22.95,0,0
perimetro-bodega-01,2026-09-24T08:08:23.181Z,23.1,0,0
perimetro-bodega-01,2026-09-24T08:06:52.799Z,23.16,0,0
perimetro-bodega-01,2026-09-24T08:05:22.521Z,23.24,0,1
perimetro-bodega-01,2026-09-24T08:03:52.132Z,22.94,0,0
perimetro-bodega-01,2026-09-24T08:02:21.814Z,23.37,0,0
perimetro-bodega-01,2026-09-24T08:00:51.435Z,22.98,0,0
perimetro-bodega-01,2026-09-24T07:59:21.087Z,22.86,0,0
perimetro-bodega-01,2026-09-24T07:57:50.772Z,22.96,0,0
perimetro-bodega-01,2026-09-24T07:56:20.398Z,22.96,0,0
perimetro-bodega-01,2026-09-24T07:54:50.039Z,23.26,0,0
perimetro-bodega-01,2026-09-24T07:53:19.671Z,23.32,0,0
perimetro-bodega-01,2026-09-24T07:51:49.322Z,23.2,0,0
perimetro-bodega-01,2026-09-24T07:50:18.973Z,23.17,0,0
perimetro-bodega-01,2026-09-24T07:48:48.626Z,23.13,0,0
perimetro-bodega-01,2026-09-24T07:47:18.317Z,22.9,0,0
perimetro-bodega-01,2026-09-24T07:45:47.986Z,23.34,0,0
perimetro-bodega-01,2026-09-24T07:44:17.603Z,23.14,0,0
perimetro-bodega-01,2026-09-24T07:42:47.26Z,23.33,0,0
perimetro-bodega-01,2026-09-24T07:41:16.836Z,23.35,0,0
perimetro-bodega-01,2026-09-24T07:39:46.458Z,23.12,0,0
perimetro-bodega-01,2026-09-24T07:38:16.136Z,22.8,0,1
perimetro-bodega-01,2026-09-24T07:36:45.816Z,23.1,0,1
perimetro-bodega-01,2026-09-24T07:35:15.452Z,23.01,1,0
perimetro-bodega-01,2026-09-24T07:33:45.087Z,23.09,0,0
perimetro-bodega-01,2026-09-24T07:32:14.662Z,22.95,0,0
perimetro-bodega-01,2026-09-24T07:30:44.112Z,23,0,0
perimetro-bodega-01,2026-09-24T07:29:13.753Z,23.25,0,0
perimetro-bodega-01,2026-09-24T07:27:43.411Z,23.11,0,0
perimetro-bodega-01,2026-09-24T07:26:13.048Z,23.14,0,0
perimetro-bodega-01,2026-09-24T07:24:42.715Z,22.83,0,0
perimetro-bodega-01,2026-09-24T07:23:12.35Z,22.96,0,1
perimetro-bodega-01,2026-09-24T07:21:41.965Z,22.95,1,1
perimetro-bodega-01,2026-09-24T07:20:11.637Z,23.06,0,1
perimetro-bodega-01,2026-09-24T07:18:41.277Z,23.31,0,0
perimetro-bodega-01,2026-09-24T07:17:10.919Z,22.81,0,0
perimetro-bodega-01,2026-09-24T07:15:40.572Z,22.71,0,0
perimetro-bodega-01,2026-09-24T07:14:10.211Z,22.98,0,0
perimetro-bodega-01,2026-09-24T07:12:39.832Z,22.96,0,0
perimetro-bodega-01,2026-09-24T07:11:09.506Z,23.2,0,0
perimetro-bodega-01,2026-09-24T07:09:39.172Z,23.06,0,0
perimetro-bodega-01,2026-09-24T07:08:08.773Z,22.99,0,0
perimetro-bodega-01,2026-09-24T07:06:38.435Z,23.15,0,0
perimetro-bodega-01,2026-09-24T07:05:07.337Z,22.87,0,0
perimetro-bodega-01,2026-09-24T07:03:36.963Z,22.73,0,0
perimetro-bodega-01,2026-09-24T07:02:06.645Z,22.95,0,0
perimetro-bodega-01,2026-09-24T07:00:36.314Z,22.93,0,0
perimetro-bodega-01,2026-09-24T06:59:05.942Z,23.23,0,0
perimetro-bodega-01,2026-09-24T06:57:35.605Z,23.07,0,1
perimetro-bodega-01,2026-09-24T06:56:05.286Z,23,0,0
perimetro-bodega-01,2026-09-24T06:54:34.97Z,22.78,0,0
perimetro-bodega-01,2026-09-24T06:53:04.633Z,22.71,0,0
perimetro-bodega-01,2026-09-24T06:51:34.252Z,23.08,0,0
perimetro-bodega-01,2026-09-24T06:50:03.883Z,22.89,0,0
perimetro-bodega-01,2026-09-24T06:48:33.522Z,23.3,0,0
perimetro-bodega-01,2026-09-24T06:47:03.25Z,23.29,0,0
perimetro-bodega-01,2026-09-24T06:45:32.858Z,23.06,0,0
perimetro-bodega-01,2026-09-24T06:44:02.573Z,23,0,0
perimetro-bodega-01,2026-09-24T06:42:32.231Z,23.12,0,0
perimetro-bodega-01,2026-09-24T06:41:01.867Z,22.71,0,0
perimetro-bodega-01,2026-09-24T06:39:31.445Z,22.8,0,0
perimetro-bodega-01,2026-09-24T06:38:01.079Z,23.05,1,0
perimetro-bodega-01,2026-09-24T06:36:30.749Z,23.26,0,0
perimetro-bodega-01,2026-09-24T06:35:00.404Z,23.02,0,0
