id,ts,lluviaLote,humedadFoliar
estacion-campo-01,2026-09-23T21:50:22.927Z,0,30.2
estacion-campo-01,2026-09-23T21:45:22.86Z,0.4,93.1
estacion-campo-01,2026-09-23T21:40:22.872Z,0,36.9
estacion-campo-01,2026-09-23T21:35:22.847Z,0,36.9
estacion-campo-01,2026-09-23T21:30:22.776Z,0,35.8
estacion-campo-01,2026-09-23T21:25:22.768Z,0,36.3
estacion-campo-01,2026-09-23T21:20:22.735Z,0,35.2
estacion-campo-01,2026-09-23T21:15:22.709Z,0,40.7
estacion-campo-01,2026-09-23T21:10:22.708Z,0.6,99.5
estacion-campo-01,2026-09-23T21:05:22.659Z,0,33.8
estacion-campo-01,2026-09-23T21:00:22.604Z,0,42
estacion-campo-01,2026-09-23T20:55:22.596Z,0.8,97.6
estacion-campo-01,2026-09-23T20:50:22.551Z,0,39.9
estacion-campo-01,2026-09-23T20:45:22.485Z,0,39
estacion-campo-01,2026-09-23T20:40:22.489Z,0,43.7
estacion-campo-01,2026-09-23T20:35:22.459Z,1.2,89.2
estacion-campo-01,2026-09-23T20:30:22.428Z,0,40.5
estacion-campo-01,2026-09-23T20:25:22.415Z,0,42.5
estacion-campo-01,2026-09-23T20:20:22.352Z,0,44.3
estacion-campo-01,2026-09-23T20:15:22.299Z,0.4,94.9
estacion-campo-01,2026-09-23T20:10:22.287Z,0,42.4
estacion-campo-01,2026-09-23T20:05:22.259Z,0,41.7
estacion-campo-01,2026-09-23T20:00:22.22Z,0,43.3
estacion-campo-01,2026-09-23T19:55:22.209Z,0,40
estacion-campo-01,2026-09-23T19:50:22.167Z,0.6,85.2
estacion-campo-01,2026-09-23T19:45:22.14Z,0,44.2
estacion-campo-01,2026-09-23T19:40:22.112Z,0,42
estacion-campo-01,2026-09-23T19:35:22.07Z,0.6,99.6
estacion-campo-01,2026-09-23T19:30:21.969Z,0,48.1
estacion-campo-01,2026-09-23T19:25:21.961Z,0,41.3
estacion-campo-01,2026-09-23T19:20:21.905Z,0.4,99.1
estacion-campo-01,2026-09-23T19:15:23.795Z,0,47.8
estacion-campo-01,2026-09-23T19:10:21.893Z,0,41.6
estacion-campo-01,2026-09-23T19:05:21.882Z,0,41.6
estacion-campo-01,2026-09-23T19:00:21.836Z,1,86.2
estacion-campo-01,2026-09-23T18:55:21.826Z,0,51.2
estacion-campo-01,2026-09-23T18:50:21.782Z,1,96.1
estacion-campo-01,2026-09-23T18:45:21.748Z,0,43
estacion-campo-01,2026-09-23T18:40:21.656Z,0,47
estacion-campo-01,2026-09-23T18:35:21.601Z,0,47.2
estacion-campo-01,2026-09-23T17:50:21.093Z,0,45.3
estacion-campo-01,2026-09-23T17:45:21.032Z,0,53.3
estacion-campo-01,2026-09-23T17:40:20.942Z,0,45
estacion-campo-01,2026-09-23T17:35:20.945Z,0,47.5
estacion-campo-01,2026-09-23T17:30:20.866Z,0,51.7
estacion-campo-01,2026-09-23T17:25:20.83Z,0,43.1
estacion-campo-01,2026-09-23T17:20:20.854Z,0,44.1
estacion-campo-01,2026-09-23T17:15:20.78Z,0,51
estacion-campo-01,2026-09-23T17:10:20.682Z,0,43.4
estacion-campo-01,2026-09-23T17:05:20.68Z,0,41.9
estacion-campo-01,2026-09-23T17:00:20.617Z,0,44.7
estacion-campo-01,2026-09-23T16:55:20.535Z,0,49.7
estacion-campo-01,2026-09-23T16:50:20.459Z,0,44.7
estacion-campo-01,2026-09-23T16:45:20.403Z,0,43.8
estacion-campo-01,2026-09-23T16:40:20.309Z,0,49.4
estacion-campo-01,2026-09-23T16:35:20.277Z,0,43
estacion-campo-01,2026-09-23T16:30:20.249Z,0,44
estacion-campo-01,2026-09-24T17:20:32.857Z,0,44.2
estacion-campo-01,2026-09-24T21:45:35.14Z,0,34.1
estacion-campo-01,2026-09-25T00:05:36.081Z,0,25.7
estacion-campo-01,2026-09-25T00:10:36.109Z,0,27.8
estacion-campo-01,2026-09-25T02:25:37.211Z,0,12.5
estacion-campo-01,2026-09-25T03:00:37.47Z,0,14.5
estacion-campo-01,2026-09-24T17:25:32.84Z,0,50
estacion-campo-01,2026-09-24T19:50:34.132Z,0,45.9
estacion-campo-01,2026-09-25T00:55:36.538Z,0,24.7
estacion-campo-01,2026-09-24T16:45:32.506Z,0,49.1
estacion-campo-01,2026-09-24T17:05:32.734Z,0,50.6
estacion-campo-01,2026-09-24T20:05:34.264Z,0,39.9
estacion-campo-01,2026-09-24T20:25:34.614Z,0,38.6
estacion-campo-01,2026-09-25T01:25:36.848Z,0,16.4
estacion-campo-01,2026-09-24T14:25:31.22Z,0,40.5
estacion-campo-01,2026-09-24T20:20:34.514Z,0,40
estacion-campo-01,2026-09-24T20:35:34.673Z,0,34.8
estacion-campo-01,2026-09-24T21:55:35.174Z,0,30.5
estacion-campo-01,2026-09-24T22:55:35.656Z,0,26.7
estacion-campo-01,2026-09-25T00:25:36.213Z,0,26.6
estacion-campo-01,2026-09-24T19:55:34.233Z,0,41.5
estacion-campo-01,2026-09-24T21:50:35.142Z,0,33.3
estacion-campo-01,2026-09-24T14:30:31.287Z,0,38.6
estacion-campo-01,2026-09-24T15:45:31.982Z,0,43.9
estacion-campo-01,2026-09-24T16:35:32.438Z,0,44.9
estacion-campo-01,2026-09-24T20:00:34.266Z,0,45.8
estacion-campo-01,2026-09-24T20:15:34.412Z,0,40.8
estacion-campo-01,2026-09-25T00:45:36.401Z,0,25
estacion-campo-01,2026-09-25T00:50:36.492Z,0,27.6
estacion-campo-01,2026-09-24T14:45:31.482Z,0,32.2
estacion-campo-01,2026-09-24T16:05:32.117Z,0,42.7
estacion-campo-01,2026-09-24T20:30:34.658Z,0.4,86.9
estacion-campo-01,2026-09-24T20:45:34.799Z,0,34.7
estacion-campo-01,2026-09-24T21:00:34.886Z,0,35.8
estacion-campo-01,2026-09-25T00:30:36.25Z,0,23.5
estacion-campo-01,2026-09-25T00:35:36.353Z,0,22.8
estacion-campo-01,2026-09-25T01:05:36.694Z,0,25.8
estacion-campo-01,2026-09-25T02:45:37.329Z,0,11.6
estacion-campo-01,2026-09-24T14:40:31.382Z,0,34.6
estacion-campo-01,2026-09-24T15:35:31.933Z,0,35.4
estacion-campo-01,2026-09-24T18:15:33.193Z,0,50.8
estacion-campo-01,2026-09-24T18:25:33.242Z,0,44.8
estacion-campo-01,2026-09-24T19:10:33.75Z,0,46.3
estacion-campo-01,2026-09-24T19:15:33.822Z,0,41
estacion-campo-01,2026-09-24T19:20:33.926Z,0,41.3
estacion-campo-01,2026-09-25T01:50:37.025Z,0,14.1
estacion-campo-01,2026-09-25T02:35:37.281Z,0,16.7
estacion-campo-01,2026-09-25T02:50:37.402Z,0,15.4
estacion-campo-01,2026-09-24T15:05:31.601Z,0,39.1
estacion-campo-01,2026-09-24T15:55:32.05Z,0,42
estacion-campo-01,2026-09-24T16:10:32.112Z,0.6,87
estacion-campo-01,2026-09-24T17:10:32.733Z,0,50.1
estacion-campo-01,2026-09-24T17:35:32.917Z,0,48.2
estacion-campo-01,2026-09-24T17:40:32.922Z,0,44.3
estacion-campo-01,2026-09-24T19:30:34.042Z,0.4,97.2
estacion-campo-01,2026-09-24T19:40:34.145Z,0,41.7
estacion-campo-01,2026-09-24T20:40:34.78Z,0.2,87.9
estacion-campo-01,2026-09-24T22:30:35.476Z,0,30
estacion-campo-01,2026-09-25T01:15:36.729Z,0,20.1
estacion-campo-01,2026-09-25T01:40:36.938Z,0,17.5
estacion-campo-01,2026-09-25T02:55:37.471Z,0,15.7
estacion-campo-01,2026-09-25T03:05:37.554Z,0,13.7
estacion-campo-01,2026-09-24T14:50:31.515Z,0,38.9
estacion-campo-01,2026-09-24T15:00:31.545Z,0,33.6
estacion-campo-01,2026-09-24T16:15:32.219Z,0,41.4
estacion-campo-01,2026-09-24T17:50:33.019Z,0,51
estacion-campo-01,2026-09-24T17:55:33.032Z,0,47.1
estacion-campo-01,2026-09-24T20:55:34.861Z,0,36.9
estacion-campo-01,2026-09-24T22:15:35.352Z,0,29.6
estacion-campo-01,2026-09-24T22:25:35.452Z,0,34.6
estacion-campo-01,2026-09-24T22:35:35.482Z,0,33.8
estacion-campo-01,2026-09-25T01:00:36.661Z,0,24.7
estacion-campo-01,2026-09-25T02:00:37.05Z,0,17.9
estacion-campo-01,2026-09-24T14:20:31.128Z,0,87.4
estacion-campo-01,2026-09-24T15:20:31.778Z,0,40.4
estacion-campo-01,2026-09-24T16:00:32.084Z,0,40.9
estacion-campo-01,2026-09-24T16:20:32.271Z,0,44.8
estacion-campo-01,2026-09-24T16:55:32.562Z,0,42.3
estacion-campo-01,2026-09-24T17:00:32.661Z,0,44.1
estacion-campo-01,2026-09-24T17:30:32.856Z,0,45.6
estacion-campo-01,2026-09-24T17:45:32.961Z,0,53.4
estacion-campo-01,2026-09-24T22:50:35.576Z,0,34.8
estacion-campo-01,2026-09-24T23:20:35.761Z,0,28.8
estacion-campo-01,2026-09-25T01:30:36.847Z,0.8,96.8
estacion-campo-01,2026-09-25T02:15:37.12Z,0,20.2
