id,ts,humedadSuelo,temperaturaSuelo,conductividad,iluminanciaPAR
lote-cultivo-03,2026-09-24T23:53:43.152Z,29.63,,,0
lote-cultivo-03,2026-09-24T23:54:43.29Z,29.59,,,0
lote-cultivo-01,2026-09-25T00:33:05.583Z,38.07151020327946,37.516704131396246,33.41276628332956,42.841282302037186
lote-cultivo-01,2026-09-25T00:48:00.721Z,35.771859692448444,52.51301496341271,92.41799359581968,19.55401758964592
lote-cultivo-01,2026-09-25T01:02:55.706Z,83.66508046137906,63.403355562423634,47.07271753279548,51.144916276842835
lote-cultivo-03,2026-09-25T01:32:33.684Z,26.06,,,0
lote-cultivo-01,2026-09-25T01:32:45.454Z,66.17869880707107,70.05253769248682,56.04854139902302,48.4093359372041
lote-cultivo-03,2026-09-25T01:33:33.821Z,26.02,,,0
lote-cultivo-03,2026-09-25T01:34:33.973Z,25.88,,,0
lote-cultivo-03,2026-09-25T02:29:41.655Z,22,,,0
lote-cultivo-03,2026-09-25T02:30:41.788Z,22,,,0
lote-cultivo-03,2026-09-25T02:31:41.928Z,22,,,0
lote-cultivo-03,2026-09-25T02:38:42.927Z,22,,,0
lote-cultivo-03,2026-09-25T02:39:43.064Z,22,,,0
lote-cultivo-03,2026-09-25T02:40:43.202Z,22,,,0
lote-cultivo-03,2026-09-25T02:41:43.354Z,22,,,0
lote-cultivo-01,2026-09-24T14:01:48.54Z,65.3390770640498,35.488142895148215,82.8148246996784,45.3982009683802
lote-cultivo-01,2026-09-24T14:03:03.05Z,73.9070379527061,54.64048194495496,41.751233595794005,81.40265298084
lote-cultivo-03,2026-09-24T14:55:54.317Z,22,,,11589.5
lote-cultivo-03,2026-09-24T14:56:54.454Z,22,,,12905.2
lote-cultivo-03,2026-09-24T14:57:54.597Z,22,,,13170.6
lote-cultivo-01,2026-09-24T14:58:57.35Z,52.96186146908121,29.266169782865425,91.88240478702228,63.2957376330604
lote-cultivo-01,2026-09-24T15:00:11.887Z,72.99272327015025,22.29282414791104,27.766196582231224,78.13136704526345
lote-cultivo-03,2026-09-24T15:59:03.05Z,22,,,17071.7
lote-cultivo-01,2026-09-24T15:59:50.806Z,46.08584625237074,54.17631977016075,16.750164424573924,46.79167193887674
lote-cultivo-03,2026-09-24T16:01:03.321Z,22,,,16676.4
lote-cultivo-01,2026-09-24T16:01:05.33Z,78.55881203720966,59.40823534050293,69.49401011255453,28.726202183125025
lote-cultivo-01,2026-09-24T16:23:26.805Z,79.95541777076286,70.98770396062149,74.14327443924206,77.12153372990278
lote-cultivo-03,2026-09-24T16:50:27.061Z,22,,,16126.9
lote-cultivo-03,2026-09-24T16:51:27.203Z,22,,,13563.6
lote-cultivo-01,2026-09-24T17:08:10.566Z,62.798717795180025,10.61616631638897,35.226430315730084,34.686380350630266
lote-cultivo-01,2026-09-24T17:09:25.081Z,22.7322550939184,29.06536896070366,61.38513406627335,43.718913525129246
lote-cultivo-03,2026-09-24T17:16:30.655Z,22,,,15557.8
lote-cultivo-03,2026-09-24T17:17:30.801Z,22,,,15258
lote-cultivo-01,2026-09-24T17:19:22.225Z,51.29466256380064,34.921405364075945,19.87699725420008,65.14313655865925
lote-cultivo-01,2026-09-24T17:29:18.392Z,78.90931321233917,35.15391973968942,56.44735722782617,81.29142136353606
lote-cultivo-01,2026-09-24T17:30:32.93Z,43.68490478894584,47.92477032236276,12.42353343770238,37.144642368780154
lote-cultivo-01,2026-09-24T17:40:30.058Z,17.277993971601337,68.68156294110183,53.0094930657016,12.713161462342375
lote-cultivo-01,2026-09-24T17:41:44.586Z,43.40659757571981,57.74410818061801,18.66150738040767,79.5245061871189
lote-cultivo-01,2026-09-24T17:42:59.115Z,58.839585753421645,46.89432633632816,86.6721251844898,43.89031742301037
lote-cultivo-03,2026-09-24T18:19:39.473Z,22,,,12063.1
lote-cultivo-03,2026-09-24T18:20:39.621Z,22,,,14414.8
lote-cultivo-03,2026-09-24T18:21:39.756Z,22,,,16357.3
lote-cultivo-03,2026-09-24T19:24:48.83Z,22,,,10262.5
lote-cultivo-03,2026-09-24T19:31:49.808Z,22,,,12699.2
lote-cultivo-01,2026-09-24T19:32:22.621Z,52.768800476768426,45.37848224151336,13.930513050472246,35.068635763929144
lote-cultivo-03,2026-09-24T19:32:49.959Z,22,,,13074.6
lote-cultivo-01,2026-09-24T19:33:37.137Z,52.61179305313595,40.954014831223006,73.3873913794017,56.04787514194437
lote-cultivo-03,2026-09-24T19:46:51.918Z,22,,,9723.7
lote-cultivo-03,2026-09-24T19:47:52.06Z,22,,,11353.5
lote-cultivo-03,2026-09-24T20:08:54.992Z,22,,,12197.6
lote-cultivo-03,2026-09-24T20:09:55.13Z,22,,,8624.7
lote-cultivo-01,2026-09-24T20:31:59.655Z,36.41870343052351,48.04541920850956,40.67289023769312,20.722156896556424
lote-cultivo-01,2026-09-24T20:33:14.172Z,66.67513825390527,19.051710911192764,87.45330950385129,61.33181710960891
lote-cultivo-01,2026-09-24T21:03:02.933Z,29.979979345655423,25.98682739616472,39.49273082454588,32.81250667540282
lote-cultivo-03,2026-09-24T21:04:19.499Z,22,,,7835.5
lote-cultivo-01,2026-09-24T21:04:17.46Z,64.77731492360456,37.308186993939806,67.55490484686125,66.88358326055783
lote-cultivo-01,2026-09-24T21:14:13.671Z,66.41775732341962,42.2099017984485,28.013191980762265,62.49983264573057
lote-cultivo-03,2026-09-24T21:14:20.881Z,22,,,6327.3
lote-cultivo-03,2026-09-24T21:15:21.021Z,22,,,6846.8
lote-cultivo-01,2026-09-24T21:15:28.201Z,36.20074710688715,45.025393929327954,72.29825055177763,31.668515315391087
lote-cultivo-03,2026-09-24T21:16:21.158Z,22,,,5907.8
lote-cultivo-01,2026-09-24T21:16:42.769Z,49.35035112722193,53.81915014453151,50.89197754172514,73.03057673699344
lote-cultivo-03,2026-09-24T21:20:21.729Z,22,,,6410.7
lote-cultivo-01,2026-09-24T21:20:26.356Z,17.297447214875678,45.05320722214414,45.05029658766735,57.935074033072794
lote-cultivo-03,2026-09-24T21:21:21.861Z,22,,,7189.3
lote-cultivo-01,2026-09-24T21:21:40.88Z,46.662697172489665,48.56020627679558,55.798332293695466,25.109352927812623
lote-cultivo-03,2026-09-24T21:22:21.987Z,22,,,7246.9
lote-cultivo-01,2026-09-24T21:22:55.416Z,62.36295351982232,45.39085261895458,7.541812077199947,55.83282321501469
lote-cultivo-03,2026-09-24T21:29:22.945Z,22,,,6513.6
lote-cultivo-03,2026-09-24T21:30:23.086Z,22,,,5566.8
lote-cultivo-03,2026-09-24T21:31:23.208Z,22,,,5807.8
lote-cultivo-03,2026-09-24T21:40:24.463Z,22,,,5821.9
lote-cultivo-03,2026-09-24T22:02:27.492Z,22,,,4081.4
lote-cultivo-03,2026-09-24T22:04:27.764Z,22,,,4078.9
lote-cultivo-01,2026-09-24T22:05:11.053Z,23.34957291331464,60.80303778576898,12.956776385862035,27.249163523599425
lote-cultivo-01,2026-09-24T22:27:35.288Z,57.12333989121957,91.24148841798988,19.99607352531087,21.573468322490168
lote-cultivo-03,2026-09-24T22:32:31.653Z,25.81,,,2169
lote-cultivo-01,2026-09-24T22:33:47.866Z,58.11684403656324,30.368867157197677,41.78178674251981,19.609245768359397
lote-cultivo-01,2026-09-24T22:54:55.723Z,76.78428250265348,57.41408163904723,87.35545893817626,60.265588288237325
lote-cultivo-03,2026-09-24T23:00:35.588Z,32.32,,,0
lote-cultivo-03,2026-09-24T23:01:35.73Z,32.3,,,0
lote-cultivo-03,2026-09-24T23:05:36.304Z,31.84,,,0
lote-cultivo-01,2026-09-24T23:06:06.35Z,29.977071877643095,64.50879514046052,79.19730223657504,64.78374838937896
lote-cultivo-03,2026-09-24T23:06:36.452Z,31.76,,,0
lote-cultivo-01,2026-09-24T23:07:20.873Z,57.65400773607703,72.72987141132793,37.7855614586709,54.57802080268812
lote-cultivo-03,2026-09-24T23:07:36.592Z,31.57,,,0
lote-cultivo-03,2026-09-24T23:26:39.273Z,33.63,,,0
lote-cultivo-03,2026-09-24T23:27:39.429Z,33.41,,,0
lote-cultivo-03,2026-09-24T23:35:40.569Z,32.32,,,0
lote-cultivo-03,2026-09-24T23:38:41.008Z,31.79,,,0
lote-cultivo-03,2026-09-24T23:39:41.158Z,31.75,,,0
lote-cultivo-03,2026-09-24T23:40:41.299Z,31.61,,,0
lote-cultivo-03,2026-09-24T23:41:41.436Z,31.57,,,0
lote-cultivo-03,2026-09-24T23:42:41.569Z,31.35,,,0
lote-cultivo-03,2026-09-24T23:59:43.999Z,29.11,,,0
lote-cultivo-03,2026-09-25T00:00:44.138Z,29.03,,,0
lote-cultivo-03,2026-09-25T00:01:44.275Z,28.86,,,0
lote-cultivo-03,2026-09-25T00:37:49.255Z,29.55,,,0
lote-cultivo-01,2026-09-25T00:57:57.396Z,56.83375381753538,37.09347690882889,45.33929545018573,48.95152909065625
lote-cultivo-03,2026-09-25T01:53:36.619Z,23.64,,,0
lote-cultivo-01,2026-09-25T01:53:53.145Z,33.198971923764645,88.87795892948232,70.91584033549245,22.915912870829693
lote-cultivo-03,2026-09-25T01:54:36.742Z,23.57,,,0
lote-cultivo-01,2026-09-25T01:55:07.743Z,72.02355098633608,66.66999762377692,36.349451327711535,96.03903139454084
lote-cultivo-03,2026-09-25T01:55:36.878Z,23.38,,,0
lote-cultivo-01,2026-09-25T01:56:22.289Z,53.25802272541367,52.99095025831944,93.8287641383637,49.851394412695434
lote-cultivo-03,2026-09-25T01:56:37.046Z,23.35,,,0
lote-cultivo-03,2026-09-25T02:08:38.719Z,22.22,,,0
lote-cultivo-03,2026-09-25T02:09:38.844Z,22,,,0
lote-cultivo-03,2026-09-25T02:10:38.981Z,22,,,0
lote-cultivo-03,2026-09-25T02:11:39.124Z,22,,,0
lote-cultivo-03,2026-09-24T13:55:46.022Z,22,,,9864.4
lote-cultivo-03,2026-09-24T13:56:46.161Z,22,,,11017.3
lote-cultivo-03,2026-09-24T13:57:46.295Z,22,,,8823.6
lote-cultivo-03,2026-09-24T14:13:48.5Z,22,,,13195.9
lote-cultivo-03,2026-09-24T14:14:48.639Z,22,,,9616.3
lote-cultivo-03,2026-09-24T14:15:48.772Z,22,,,13034.7
lote-cultivo-01,2026-09-24T14:20:26.29Z,75.20882921753905,48.73725444112753,10.546621129137996,25.890570207492875
lote-cultivo-01,2026-09-24T14:21:40.809Z,46.20488228544929,42.73744167142072,69.35149087747179,74.13538894869815
lote-cultivo-01,2026-09-24T14:22:55.324Z,29.52318332409764,50.26123396497416,42.04830046418449,36.56724928741071
lote-cultivo-03,2026-09-24T14:23:49.884Z,26.03,,,10908.3
lote-cultivo-03,2026-09-24T14:24:50.018Z,25.96,,,11574.5
lote-cultivo-01,2026-09-24T14:25:24.369Z,58.82244535567067,70.70627208805548,51.9726329354169,72.8641492601076
lote-cultivo-01,2026-09-24T14:31:37.936Z,27.237160417596385,48.33112100298115,11.0306122323163,52.59577485740886
lote-cultivo-01,2026-09-24T14:32:52.471Z,68.05621876711676,74.45458331142399,68.24500107665169,27.054244242804803
lote-cultivo-03,2026-09-24T14:33:51.261Z,24.7,,,14408.3
lote-cultivo-03,2026-09-24T14:34:51.403Z,24.47,,,13177.6
lote-cultivo-03,2026-09-24T14:35:51.541Z,24.39,,,14048.6
lote-cultivo-03,2026-09-24T14:36:51.679Z,24.21,,,13520.3
lote-cultivo-03,2026-09-24T14:37:51.821Z,24.1,,,14058.8
lote-cultivo-01,2026-09-24T14:44:03.118Z,51.18344218533112,73.618293334956,56.963121094307056,74.87857319202425
lote-cultivo-03,2026-09-24T15:23:58.203Z,22,,,12024
lote-cultivo-03,2026-09-24T15:24:58.34Z,22,,,13629.5
lote-cultivo-01,2026-09-24T15:25:03.322Z,46.15451469502952,82.36010019533332,44.98696391927953,76.65954745061727
lote-cultivo-03,2026-09-24T15:25:58.478Z,22,,,14010.7
lote-cultivo-01,2026-09-24T15:26:17.846Z,85.52703145575808,74.33559071881018,25.030944058044604,34.38842072940503
lote-cultivo-03,2026-09-24T15:26:58.624Z,22,,,12541.8
lote-cultivo-01,2026-09-24T15:27:32.354Z,57.78024793700992,44.80448908775709,56.695520234067395,70.97158424722753
lote-cultivo-03,2026-09-24T15:27:58.76Z,22,,,14640.7
lote-cultivo-03,2026-09-24T15:41:00.555Z,22,,,14329.6
lote-cultivo-03,2026-09-24T15:42:00.708Z,22,,,16342.1
lote-cultivo-03,2026-09-24T15:43:00.848Z,22,,,14895.3
lote-cultivo-01,2026-09-24T16:19:43.219Z,68.31855527124871,31.605284675405375,29.880636121906505,40.23238923112333
lote-cultivo-01,2026-09-24T16:20:57.755Z,34.257988266088766,63.038405173145826,58.65747603495721,76.65578000799658
lote-cultivo-01,2026-09-24T16:22:12.276Z,49.86160146289109,88.52306575770595,11.910793130720831,25.88295810770556
lote-cultivo-03,2026-09-24T16:48:26.794Z,22,,,17388.8
lote-cultivo-03,2026-09-24T16:49:26.923Z,22,,,17369.7
lote-cultivo-01,2026-09-24T17:04:26.015Z,35.950808490488726,64.11589785919986,18.00598582659787,82.48234805947779
lote-cultivo-01,2026-09-24T17:05:41.519Z,32.881671265648215,55.842149863279175,54.18553502055799,28.70680675044194
lote-cultivo-01,2026-09-24T17:06:56.04Z,70.68733762464878,27.696994537347187,36.9454682810608,43.425448518185846
lote-cultivo-01,2026-09-24T17:20:36.74Z,67.87814952420158,36.66785751444791,77.86313039143586,63.57222117271374
lote-cultivo-01,2026-09-24T17:21:51.268Z,37.1905089442361,64.71501897675046,38.683154389707376,24.26834285364316
lote-cultivo-01,2026-09-24T17:23:05.79Z,23.683308580585244,86.85914050825542,75.47196160289384,73.1661411851749
lote-cultivo-01,2026-09-24T17:50:27.18Z,50.62069529703731,64.67206566876655,30.76321882155951,50.5217787562938
lote-cultivo-01,2026-09-24T17:51:41.707Z,68.26648730277815,61.76458178631216,49.057921304237254,75.79202118744
lote-cultivo-03,2026-09-24T18:01:36.91Z,22,,,16524.5
lote-cultivo-01,2026-09-24T18:01:37.829Z,51.35045446728335,77.76358920338893,18.76892334891999,53.72459304185414
lote-cultivo-03,2026-09-24T18:02:37.05Z,22,,,15857.3
lote-cultivo-01,2026-09-24T18:02:52.337Z,27.379549632079392,65.17568964578034,54.21184539467896,53.99486470245116
lote-cultivo-03,2026-09-24T18:03:37.218Z,22,,,14105.2
lote-cultivo-03,2026-09-24T18:46:43.397Z,22,,,15422.4
lote-cultivo-03,2026-09-24T18:47:43.551Z,22,,,15850.5
lote-cultivo-03,2026-09-24T18:48:43.686Z,22,,,13624
lote-cultivo-03,2026-09-24T19:05:46.06Z,22,,,13297.8
lote-cultivo-03,2026-09-24T19:06:46.208Z,22,,,12108.5
lote-cultivo-01,2026-09-24T19:41:04.272Z,60.38748694150329,55.34906172159755,19.508333248120792,64.52510404546452
lote-cultivo-01,2026-09-24T19:42:18.784Z,54.962204544876926,55.984849088592824,66.99888220650645,3.0323035445944915
lote-cultivo-01,2026-09-24T20:17:05.347Z,59.31327622312937,63.50127884971323,14.12637464565881,34.41991185542086
lote-cultivo-01,2026-09-24T20:18:19.888Z,32.52874618700923,76.08071671597547,67.21148909005117,83.99268268776746
lote-cultivo-03,2026-09-24T21:23:22.141Z,22,,,7263.7
lote-cultivo-03,2026-09-24T21:24:22.277Z,22,,,5995.5
lote-cultivo-03,2026-09-24T21:25:22.404Z,22,,,5800.8
lote-cultivo-03,2026-09-24T21:26:22.54Z,22,,,5262.5
lote-cultivo-03,2026-09-24T21:27:22.672Z,22,,,5214.6
lote-cultivo-03,2026-09-24T21:32:23.363Z,22,,,4783.7
lote-cultivo-01,2026-09-24T21:34:06.126Z,41.08204937687876,36.21222742775056,14.024263523744546,35.45055550811555
lote-cultivo-03,2026-09-24T21:34:23.637Z,22,,,5836
lote-cultivo-01,2026-09-24T21:45:16.785Z,58.96558658947446,62.46408351497139,20.508501071040943,61.7075002709032
lote-cultivo-01,2026-09-24T21:46:32.293Z,28.502837203024633,61.03250490231464,64.8948666348402,17.884150360824684
lote-cultivo-01,2026-09-24T21:55:14.919Z,13.033642078512276,57.77309683086924,54.39059204962978,55.73829362721365
lote-cultivo-03,2026-09-24T22:20:30.011Z,22,,,2625.5
lote-cultivo-03,2026-09-24T22:21:30.162Z,22,,,2333.3
lote-cultivo-03,2026-09-24T22:22:30.299Z,22,,,2764.6
lote-cultivo-01,2026-09-24T22:41:14.952Z,66.72080353319923,41.209086502215655,49.7795474162187,71.25590978644584
lote-cultivo-03,2026-09-24T22:41:32.908Z,30.66,,,1132.4
lote-cultivo-03,2026-09-24T22:42:33.049Z,30.48,,,1246.1
lote-cultivo-01,2026-09-24T22:42:29.478Z,67.60374732522344,19.48860111464897,20.410813219171914,44.21196893714864
lote-cultivo-03,2026-09-24T22:43:33.193Z,34.3,,,1229.1
lote-cultivo-01,2026-09-24T22:43:44.009Z,31.248413508910243,27.586965906028997,87.82454549916032,16.154574013843632
lote-cultivo-01,2026-09-24T23:08:35.379Z,69.05169815079324,45.44691758551617,73.90924200178632,16.795242941929082
lote-cultivo-01,2026-09-24T23:09:49.888Z,35.59517603144154,26.034626582995053,59.41035597980746,66.39255710442191
lote-cultivo-03,2026-09-24T23:10:37.016Z,31.3,,,0
lote-cultivo-01,2026-09-24T23:11:04.409Z,43.994051452845426,40.13621123693474,35.188622700171344,35.25349212925429
lote-cultivo-03,2026-09-24T23:17:38.001Z,30.73,,,0
lote-cultivo-03,2026-09-24T23:23:38.867Z,34.03,,,0
lote-cultivo-03,2026-09-24T23:24:39.009Z,33.85,,,0
lote-cultivo-03,2026-09-24T23:25:39.148Z,33.68,,,0
lote-cultivo-03,2026-09-24T23:29:39.732Z,33.12,,,0
lote-cultivo-01,2026-09-24T23:29:42.187Z,53.61187830543657,35.59084446597872,37.79707441881593,24.852894061263783
lote-cultivo-03,2026-09-24T23:30:39.864Z,32.91,,,0
lote-cultivo-01,2026-09-24T23:30:56.713Z,34.652640402951626,14.29490368484562,76.09372048537428,57.63375325930215
lote-cultivo-03,2026-09-24T23:31:40.003Z,32.89,,,0
lote-cultivo-01,2026-09-24T23:32:11.237Z,3.2725988824749317,30.388469079451408,58.19743741858595,54.204010787770166
lote-cultivo-03,2026-09-24T23:32:40.157Z,32.83,,,0
lote-cultivo-01,2026-09-24T23:33:25.761Z,37.908606721311905,68.02182657847301,32.01790122474535,21.15274237119969
lote-cultivo-03,2026-09-24T23:33:40.288Z,32.6,,,0
lote-cultivo-03,2026-09-24T23:34:40.43Z,32.37,,,0
lote-cultivo-01,2026-09-25T00:10:42.966Z,66.48458339726518,3.55132124661893,59.51457461650185,39.9604464818922
lote-cultivo-03,2026-09-25T00:12:45.806Z,27.56,,,0
lote-cultivo-03,2026-09-25T00:13:45.953Z,27.44,,,0
lote-cultivo-01,2026-09-25T00:30:36.415Z,52.862492011484605,40.120309416903694,36.01744374000715,69.75188696181675
lote-cultivo-01,2026-09-25T00:31:50.984Z,73.94513553503971,24.126935409508143,44.1136319398714,47.92377256485004
lote-cultivo-03,2026-09-25T00:38:49.402Z,29.44,,,0
lote-cultivo-03,2026-09-25T00:39:49.538Z,29.28,,,0
lote-cultivo-03,2026-09-25T00:40:49.679Z,29.2,,,0
lote-cultivo-01,2026-09-25T00:54:13.641Z,83.93517740880799,52.6241691341021,56.309777464375266,2.9979126594112793
lote-cultivo-01,2026-09-25T01:31:30.912Z,20.924500678050855,66.36330752279765,50.6215219816352,41.49969834735293
lote-cultivo-03,2026-09-25T01:35:34.113Z,25.76,,,0
lote-cultivo-03,2026-09-25T01:36:34.25Z,25.52,,,0
lote-cultivo-01,2026-09-25T01:37:43.778Z,89.37901772319113,18.15762956400787,25.302850463036837,40.447112671438376
lote-cultivo-01,2026-09-25T01:38:58.321Z,47.64394601541464,12.316445574901657,56.60645585836468,53.582229633826906
lote-cultivo-01,2026-09-25T01:40:12.895Z,18.42092751830147,27.28917212460892,24.74023250937545,64.92261005780612
lote-cultivo-01,2026-09-25T01:41:27.473Z,52.58654550264278,47.60364013958585,65.55985314427508,38.90650693905401
lote-cultivo-03,2026-09-25T01:42:35.075Z,24.57,,,0
lote-cultivo-01,2026-09-25T01:42:42.018Z,65.26031546493381,76.52532912376006,60.1472441896494,67.06926971348085
lote-cultivo-03,2026-09-25T01:43:35.227Z,24.5,,,0
lote-cultivo-03,2026-09-25T01:44:35.351Z,24.32,,,0
lote-cultivo-03,2026-09-25T01:45:35.502Z,24.23,,,0
lote-cultivo-03,2026-09-25T01:46:35.634Z,24.14,,,0
lote-cultivo-03,2026-09-25T01:52:36.48Z,23.79,,,0
lote-cultivo-01,2026-09-25T01:52:38.583Z,22.119353474063917,82.26585102568139,52.870401300014514,45.43869267165873
lote-cultivo-03,2026-09-25T02:05:38.297Z,22.57,,,0
lote-cultivo-03,2026-09-25T02:06:38.432Z,22.48,,,0
lote-cultivo-03,2026-09-25T02:07:38.568Z,22.34,,,0
lote-cultivo-01,2026-09-25T02:44:49.79Z,42.359194696569936,54.050370748288955,44.11177916190167,73.99962592564235
lote-cultivo-01,2026-09-25T02:46:04.329Z,12.722121237464355,32.76665232793622,18.86470648505686,53.28205233343625
